,Shape,Price,Carat,Cut,Color,Clarity,Polish,Symmetry,Depth,Table,L/W
9306,Round,20334,2.56,Ideal,G,SI2,Excellent,Excellent,62.4,56,1.01
9307,Round,20333,2.75,Ideal,I,SI2,Excellent,Excellent,62.5,58,1.01
9308,Round,20331,2.01,Ideal,H,VS2,Excellent,Excellent,61.7,60,1.01
9309,Asscher,20330,2.0,Good,G,VVS2,Excellent,Good,73.3,58,1.04
9310,Round,20329,2.01,Very Good,D,SI1,Excellent,Excellent,62.9,57,1.01
9311,Round,20326,2.01,Ideal,H,VS1,Excellent,Excellent,63.1,55,1.01
9312,Round,20326,1.51,Ideal,D,VVS2,Excellent,Excellent,62.0,59,1
9313,Marquise,20324,2.02,Very Good,F,SI1,Very Good,Very Good,62.6,59,1.93
9314,Round,20319,2.01,Very Good,E,SI1,Excellent,Very Good,61.5,60,1
9315,Round,20316,2.14,Ideal,G,SI1,Very Good,Excellent,61.1,57,1.01
9316,Round,20316,2.5,Ideal,H,SI2,Excellent,Excellent,62.8,57,1.01
9317,Round,20316,2.71,Ideal,J,SI1,Excellent,Excellent,62.7,56,1
9318,Round,20315,2.03,Ideal,H,VS1,Excellent,Excellent,61.3,59,1
9319,Cushion,20315,2.01,Very Good,D,VS2,Excellent,Excellent,68.7,64,1.1
9320,Round,20313,2.26,Very Good,I,VS2,Very Good,Very Good,59.2,61,1.01
9321,Round,20309,2.0,Ideal,F,SI1,Excellent,Excellent,62.9,55,1.01
9322,Princess,20308,2.05,Very Good,G,VS2,Excellent,Excellent,69.4,72,1.01
9323,Round,20307,2.7,Ideal,I,SI2,Very Good,Very Good,63.6,56,1.01
9324,Round,20307,2.01,Ideal,G,SI1,Excellent,Excellent,61.5,59,1.01
9325,Round,20306,2.02,Good,H,VS1,Very Good,Good,60.1,65,1.01
9326,Round,20305,1.8,Ideal,E,VS1,Excellent,Excellent,62.8,57,1.01
9327,Emerald,20304,2.02,Very Good,E,VS1,Excellent,Excellent,68.4,65,1.3
9328,Pear,20302,2.01,Very Good,D,SI1,Excellent,Very Good,62.9,57,1.59
9329,Round,20300,1.09,Ideal,D,IF,Excellent,Excellent,61.4,56,1.01
9330,Round,20298,2.5,Ideal,J,VS1,Excellent,Excellent,62.4,57,1.01
9331,Round,20298,2.08,Ideal,G,SI1,Excellent,Excellent,62.6,58,1.01
9332,Pear,20295,2.18,Very Good,H,VS2,Very Good,Good,60.6,54,1.58
9333,Round,20295,2.56,Very Good,H,SI2,Good,Very Good,62.9,56,1.01
9334,Round,20295,2.3,Ideal,J,VVS2,Excellent,Excellent,62.3,57,1.01
9335,Asscher,20294,2.36,Very Good,H,VVS2,Excellent,Excellent,66.4,61,1.01
9336,Emerald,20292,1.84,Very Good,E,VVS2,Excellent,Excellent,67.1,63,1.31
9337,Round,20292,2.02,Ideal,F,SI1,Excellent,Excellent,62.5,59,1.01
9338,Round,20292,2.02,Ideal,F,SI1,Excellent,Excellent,59.4,61,1
9339,Round,20290,1.51,Ideal,E,VVS1,Excellent,Excellent,60.6,59,1.01
9340,Cushion,20288,2.2,Very Good,G,VS2,Excellent,Excellent,69.0,58,1.04
9341,Round,20287,2.0,Ideal,E,SI1,Excellent,Excellent,59.7,62,1
9342,Oval,20286,2.9,Very Good,J,SI1,Excellent,Very Good,63.3,60,1.34
9343,Oval,20286,2.01,Very Good,E,SI1,Excellent,Excellent,63.7,61,1.35
9344,Oval,20284,2.01,Very Good,D,SI1,Excellent,Excellent,63.2,60,1.35
9345,Round,20284,1.7,Ideal,F,VS1,Excellent,Excellent,59.7,60,1
9346,Round,20284,2.01,Ideal,G,SI1,Excellent,Excellent,62.5,58,1.01
9347,Asscher,20283,2.01,Good,E,VVS2,Excellent,Very Good,70.3,69,1.03
9348,Round,20275,1.72,Ideal,E,VS1,Excellent,Excellent,62.1,57,1
9349,Round,20272,2.0,Good,F,VS1,Excellent,Good,66.6,57,1.01
9350,Round,20272,2.2,Ideal,I,VS1,Excellent,Excellent,63.2,56,1.01
9351,Round,20270,2.3,Ideal,I,VS2,Excellent,Excellent,59.6,61,1.01
9352,Round,20269,1.5,Very Good,E,IF,Excellent,Very Good,62.2,55,1.01
9353,Round,20269,1.44,Ideal,F,IF,Excellent,Excellent,61.7,57,1.01
9354,Asscher,20267,2.02,Very Good,F,VVS2,Excellent,Very Good,69.3,65,1.01
9355,Emerald,20267,2.51,Very Good,I,VVS2,Excellent,Excellent,67.4,63,1.32
9356,Round,20267,2.01,Ideal,G,SI1,Excellent,Excellent,62.0,59,1
9357,Round,20264,1.8,Ideal,G,VS1,Excellent,Excellent,62.1,56,1.01
9358,Round,20264,2.27,Ideal,F,SI1,Excellent,Excellent,59.9,58,1
9359,Asscher,20262,2.04,Very Good,F,VS1,Excellent,Excellent,66.3,59,1
9360,Round,20262,1.5,Ideal,F,IF,Excellent,Excellent,62.0,58,1.01
9361,Oval,20261,2.02,Very Good,G,VS2,Excellent,Excellent,62.1,60,1.37
9362,Round,20258,2.54,Ideal,I,SI1,Excellent,Very Good,62.3,56,1
9363,Round,20258,2.02,Ideal,D,SI2,Very Good,Very Good,61.9,59,1
9364,Cushion,20258,2.47,Very Good,G,SI1,Excellent,Very Good,68.6,61,1.15
9365,Round,20257,2.15,Ideal,D,SI1,Excellent,Excellent,62.0,58,1
9366,Princess,20256,2.03,Very Good,E,SI1,Excellent,Excellent,68.6,71,1.01
9367,Round,20253,2.01,Ideal,H,VS2,Excellent,Excellent,62.8,57,1.01
9368,Radiant,20252,2.02,Very Good,E,SI1,Excellent,Very Good,65.8,74,1.19
9369,Cushion,20252,2.02,Very Good,E,VS2,Excellent,Very Good,68.5,59,1.01
9370,Round,20247,1.75,Ideal,D,VS2,Excellent,Excellent,62.7,56,1
9371,Round,20247,2.18,Ideal,I,VVS2,Excellent,Excellent,61.5,59,1.01
9372,Radiant,20243,3.01,Very Good,J,SI1,Excellent,Excellent,68.8,66,1.31
9373,Round,20242,1.5,Ideal,D,VS1,Excellent,Excellent,60.7,58,1.01
9374,Round,20242,2.05,Ideal,G,SI1,Excellent,Excellent,61.6,59,1
9375,Round,20242,2.01,Ideal,G,VS2,Excellent,Excellent,61.0,57,1
9376,Round,20241,2.4,Ideal,I,VS2,Excellent,Excellent,60.8,60,1
9377,Round,20240,2.01,Very Good,H,VVS2,Very Good,Very Good,63.3,56,1.01
9378,Princess,20236,2.1,Very Good,F,VS1,Excellent,Excellent,72.9,70,1
9379,Round,20234,2.25,Ideal,I,VS1,Excellent,Excellent,59.8,60,1
9380,Round,20231,2.0,Ideal,H,VS2,Excellent,Excellent,62.2,55,1
9381,Round,20230,1.24,Ideal,D,FL,Excellent,Excellent,62.1,61,1.01
9382,Cushion,20230,2.51,Very Good,H,SI1,Excellent,Excellent,67.8,61,1.15
9383,Round,20230,2.0,Very Good,H,VS1,Very Good,Very Good,62.6,59,1
9384,Round,20230,2.0,Ideal,D,SI1,Excellent,Very Good,61.6,57,1.01
9385,Round,20230,2.0,Ideal,H,VVS2,Excellent,Excellent,62.5,57,1
9386,Oval,20229,2.01,Very Good,F,SI1,Excellent,Excellent,63.4,60,1.38
9387,Round,20227,2.7,Ideal,J,SI1,Excellent,Excellent,62.7,56,1.01
9388,Cushion,20226,2.52,Very Good,H,VS1,Excellent,Very Good,69.4,62,1.14
9389,Round,20226,2.27,Ideal,G,SI1,Excellent,Excellent,62.2,59,1
9390,Round,20225,2.01,Very Good,H,VS2,Excellent,Excellent,59.3,61,1
9391,Round,20223,1.31,Ideal,D,IF,Excellent,Excellent,61.8,58,1.01
9392,Emerald,20222,2.01,Very Good,D,VS2,Excellent,Excellent,68.5,63,1.32
9393,Round,20220,2.09,Ideal,E,SI1,Excellent,Excellent,62.7,57,1.01
9394,Round,20218,2.0,Very Good,H,VVS2,Excellent,Very Good,64.6,56,1.01
9395,Round,20215,2.7,Ideal,I,SI2,Excellent,Very Good,63.3,56,1.01
9396,Round,20214,1.91,Ideal,D,SI1,Excellent,Excellent,62.0,59,1.01
9397,Round,20213,2.01,Very Good,H,VVS1,Excellent,Very Good,62.9,60,1.01
9398,Cushion,20213,2.52,Very Good,E,SI1,Excellent,Very Good,69.4,63,1.09
9399,Round,20213,2.04,Ideal,G,SI1,Excellent,Excellent,59.2,61,1
9400,Round,20207,2.01,Very Good,H,VS1,Very Good,Very Good,61.1,60,1.01
9401,Round,20207,2.0,Ideal,F,SI1,Excellent,Excellent,63.8,56,1
9402,Round,20207,2.01,Very Good,H,VS1,Excellent,Excellent,63.4,59,1.01
9403,Oval,20204,2.07,Very Good,E,VS1,Excellent,Excellent,62.7,57,1.37
9404,Pear,20203,1.5,Very Good,D,FL,Excellent,Excellent,58.2,58,1.64
9405,Oval,20203,2.51,Very Good,E,SI2,Excellent,Very Good,59.1,60,1.4
9406,Round,20201,2.01,Ideal,H,VS1,Excellent,Very Good,60.6,60,1.01
9407,Round,20199,2.5,Ideal,I,SI1,Excellent,Very Good,60.5,62,1
9408,Emerald,20197,2.01,Very Good,F,VS2,Excellent,Excellent,68.5,64,1.3
9409,Round,20194,1.42,Ideal,E,VVS1,Excellent,Excellent,60.7,57,1
9410,Round,20193,2.01,Very Good,F,SI1,Excellent,Excellent,57.9,61,1.01
9411,Round,20193,2.01,Very Good,F,SI1,Very Good,Very Good,60.6,60,1
9412,Round,20193,1.71,Ideal,E,VS2,Excellent,Excellent,62.3,58,1.01
9413,Princess,20190,1.33,Very Good,D,IF,Very Good,Very Good,73.2,72,1.05
9414,Round,20187,1.77,Ideal,E,SI1,Excellent,Excellent,59.7,59,1.01
9415,Round,20186,2.01,Ideal,G,SI1,Excellent,Excellent,62.6,58,1.01
9416,Oval,20185,2.51,Very Good,F,SI2,Excellent,Very Good,63.2,60,1.34
9417,Round,20185,1.7,Ideal,E,IF,Excellent,Excellent,62.4,57,1
9418,Round,20184,1.26,Ideal,D,VVS1,Excellent,Excellent,61.5,56,1
9419,Round,20182,1.5,Ideal,F,FL,Excellent,Excellent,61.9,61,1.01
9420,Round,20182,1.5,Ideal,F,IF,Excellent,Excellent,61.0,60,1.01
9421,Oval,20179,2.0,Very Good,F,VS2,Excellent,Good,63.7,61,1.34
9422,Round,20179,1.81,Ideal,F,VS2,Excellent,Excellent,61.8,58,1
9423,Round,20178,2.2,Ideal,I,VS1,Excellent,Excellent,62.4,59,1.01
9424,Round,20177,2.51,Very Good,I,VVS1,Excellent,Very Good,64.4,56,1.01
9425,Round,20177,1.3,Astor Ideal,E,VVS1,Excellent,Excellent,61.4,57,1
9426,Emerald,20177,2.02,Very Good,F,VVS2,Excellent,Excellent,68.7,64,1.41
9427,Asscher,20176,2.01,Very Good,F,VVS2,Very Good,Excellent,67.7,66,1
9428,Asscher,20173,2.03,Very Good,G,VS2,Excellent,Excellent,67.0,62,1
9429,Round,20173,2.01,Ideal,H,VS2,Excellent,Excellent,62.9,56,1.01
9430,Cushion,20171,2.6,Good,I,VS1,Excellent,Very Good,69.8,62,1.02
9431,Pear,20171,3.02,Very Good,I,SI2,Excellent,Very Good,66.7,64,1.46
9432,Round,20169,1.85,Ideal,G,VVS2,Excellent,Excellent,62.9,57,1.01
9433,Pear,20168,1.72,Good,D,IF,Very Good,Very Good,57.5,55,1.58
9434,Cushion,20167,2.5,Very Good,G,SI2,Excellent,Excellent,63.3,58,1.02
9435,Round,20165,1.61,Astor Ideal,F,VS2,Excellent,Excellent,61.9,55,1
9436,Emerald,20164,2.08,Very Good,G,VS2,Excellent,Very Good,67.1,72,1.52
9437,Radiant,20164,2.07,Very Good,G,VS2,Very Good,Excellent,69.0,66,1.33
9438,Oval,20164,2.6,Very Good,I,SI1,Excellent,Very Good,60.1,61,1.4
9439,Oval,20161,2.01,Very Good,G,VS2,Very Good,Very Good,64.4,60,1.43
9440,Round,20161,1.71,Ideal,E,VS1,Excellent,Excellent,60.6,59,1.01
9441,Oval,20161,2.01,Very Good,G,VS2,Excellent,Excellent,62.6,60,1.36
9442,Oval,20161,2.01,Very Good,G,VS2,Excellent,Excellent,60.5,62,1.34
9443,Round,20161,1.71,Ideal,E,VS1,Excellent,Excellent,63.4,56,1.01
9444,Round,20160,2.52,Ideal,I,SI2,Excellent,Excellent,63.0,56,1.01
9445,Oval,20158,2.01,Very Good,H,VVS1,Excellent,Excellent,62.5,57,1.32
9446,Pear,20157,2.02,Very Good,D,VS2,Excellent,Very Good,64.9,55,1.5
9447,Round,20157,1.63,Ideal,E,VVS2,Excellent,Excellent,61.8,59,1.01
9448,Princess,20156,2.29,Very Good,H,VS1,Excellent,Very Good,69.8,74,1.02
9449,Oval,20155,2.0,Very Good,E,VS2,Excellent,Very Good,64.0,58,1.34
9450,Round,20153,1.6,Ideal,D,VS2,Excellent,Excellent,61.7,57,1
9451,Round,20152,1.85,Very Good,E,VS2,Very Good,Very Good,62.6,58,1
9452,Round,20152,2.19,Ideal,I,VVS2,Excellent,Excellent,61.5,60,1
9453,Oval,20151,2.01,Very Good,F,SI1,Excellent,Excellent,63.0,55,1.32
9454,Cushion,20150,3.35,Very Good,J,VS2,Excellent,Excellent,68.4,60,1.12
9455,Round,20148,1.2,Ideal,D,FL,Excellent,Excellent,61.7,56,1.01
9456,Round,20148,1.2,Ideal,D,FL,Excellent,Excellent,60.6,57,1
9457,Round,20147,2.02,Ideal,H,VS2,Excellent,Excellent,61.1,57,1.01
9458,Princess,20146,2.02,Very Good,F,VS2,Excellent,Very Good,68.7,71,1
9459,Round,20144,1.56,Ideal,F,VVS1,Very Good,Very Good,61.2,58,1.01
9460,Princess,20141,2.2,Very Good,G,VS1,Excellent,Very Good,72.7,72,1.02
9461,Oval,20140,2.67,Very Good,H,SI2,Excellent,Very Good,60.5,58,1.39
9462,Round,20139,1.6,Astor Ideal,F,VS2,Excellent,Excellent,61.6,57,1
9463,Round,20138,1.81,Ideal,G,VS1,Excellent,Excellent,62.1,56,1.01
9464,Cushion,20138,2.01,Very Good,E,VS2,Excellent,Excellent,68.5,60,1.06
9465,Round,20137,1.21,Ideal,D,FL,Excellent,Excellent,62.5,58,1
9466,Radiant,20131,2.16,Very Good,E,VS2,Very Good,Very Good,69.5,71,1.19
9467,Cushion,20130,2.01,Very Good,D,VVS2,Excellent,Very Good,68.3,60,1.15
9468,Round,20125,1.31,Ideal,D,IF,Excellent,Excellent,60.7,59,1
9469,Round,20121,1.8,Ideal,G,VS2,Excellent,Excellent,61.8,57,1
9470,Round,20120,2.01,Ideal,H,VS2,Excellent,Excellent,61.2,60,1.01
9471,Round,20118,2.01,Ideal,H,VS1,Excellent,Excellent,62.9,57,1.01
9472,Pear,20117,2.04,Very Good,D,SI1,Very Good,Very Good,62.1,57,1.56
9473,Round,20117,1.8,Ideal,G,VS2,Excellent,Excellent,62.5,57,1.01
9474,Radiant,20117,3.0,Very Good,J,VS2,Excellent,Very Good,73.0,72,1.25
9475,Emerald,20117,2.01,Very Good,D,VS1,Excellent,Very Good,65.7,70,1.3
9476,Cushion,20116,2.01,Very Good,F,VVS2,Excellent,Excellent,69.0,60,1.02
9477,Round,20116,1.9,Ideal,G,VS2,Excellent,Excellent,62.7,57,1.01
9478,Princess,20116,2.01,Very Good,G,VVS2,Excellent,Very Good,70.4,70,1
9479,Oval,20107,2.01,Very Good,D,SI1,Excellent,Very Good,64.1,62,1.35
9480,Round,20106,1.85,Ideal,E,SI1,Excellent,Excellent,62.0,58,1.01
9481,Round,20104,1.7,Ideal,D,VS1,Excellent,Excellent,62.8,57,1.01
9482,Asscher,20102,2.72,Very Good,I,VVS2,Excellent,Excellent,68.8,64,1.01
9483,Asscher,20100,2.01,Very Good,F,VS2,Excellent,Excellent,67.0,61,1
9484,Oval,20097,2.0,Very Good,D,VS1,Excellent,Very Good,61.4,62,1.33
9485,Emerald,20096,2.23,Very Good,F,VS2,Excellent,Excellent,67.1,65,1.35
9486,Round,20096,2.01,Very Good,H,VS1,Excellent,Very Good,64.0,59,1.01
9487,Cushion,20094,2.32,Very Good,F,VVS2,Excellent,Excellent,68.5,61,1.14
9488,Cushion,20091,2.41,Very Good,F,VS2,Excellent,Very Good,67.0,62,1.1
9489,Round,20091,1.51,Ideal,D,VVS1,Excellent,Excellent,61.4,60,1
9490,Round,20090,1.7,Ideal,D,VS2,Excellent,Excellent,60.4,59,1.01
9491,Cushion,20087,3.5,Very Good,I,SI2,Excellent,Very Good,65.0,61,1.06
9492,Round,20086,2.03,Very Good,H,VVS2,Excellent,Very Good,61.0,63,1.02
9493,Pear,20086,2.6,Very Good,I,SI1,Excellent,Excellent,61.2,61,1.51
9494,Round,20082,2.02,Ideal,G,SI1,Excellent,Excellent,62.7,59,1.01
9495,Oval,20081,2.0,Good,F,SI1,Excellent,Excellent,65.2,58,1.4
9496,Oval,20080,2.01,Very Good,G,VS2,Excellent,Very Good,63.2,61,1.38
9497,Asscher,20079,2.4,Very Good,G,SI1,Excellent,Excellent,66.5,61,1.01
9498,Radiant,20079,2.61,Very Good,I,SI1,Excellent,Excellent,67.3,64,1.38
9499,Pear,20078,2.62,Very Good,F,SI2,Very Good,Good,64.0,61,1.53
9500,Round,20078,1.61,Ideal,E,VVS2,Excellent,Excellent,61.5,59,1.01
9501,Asscher,20077,2.01,Very Good,E,VS2,Excellent,Excellent,66.8,62,1
9502,Round,20076,2.38,Ideal,I,SI2,Excellent,Excellent,62.2,58,1
9503,Cushion,20074,2.05,Very Good,F,VS2,Excellent,Very Good,66.5,65,1
9504,Pear,20072,2.01,Very Good,G,VS2,Excellent,Excellent,62.5,55,1.51
9505,Round,20071,2.01,Very Good,H,VS1,Excellent,Excellent,64.1,57,1.01
9506,Round,20071,1.8,Ideal,F,VS2,Excellent,Excellent,60.7,58,1.01
9507,Pear,20067,2.01,Very Good,G,VS2,Excellent,Excellent,63.9,58,1.5
9508,Pear,20067,2.01,Very Good,E,SI1,Excellent,Excellent,62.6,58,1.54
9509,Round,20066,1.6,Ideal,D,VVS2,Excellent,Excellent,61.3,59,1
9510,Asscher,20065,2.51,Very Good,H,VS1,Excellent,Excellent,68.8,65,1.01
9511,Round,20065,2.5,Ideal,J,VS1,Excellent,Excellent,62.4,58,1.01
9512,Round,20062,2.02,Ideal,H,VS2,Excellent,Excellent,61.3,59,1
9513,Asscher,20061,2.5,Very Good,G,VS1,Very Good,Excellent,67.9,66,1.01
9514,Oval,20061,2.8,Very Good,H,SI2,Excellent,Very Good,62.8,58,1.38
9515,Princess,20060,2.1,Very Good,G,VS2,Excellent,Very Good,71.5,71,1.04
9516,Cushion,20060,2.06,Very Good,E,VS2,Excellent,Excellent,67.5,61,1.01
9517,Round,20057,2.07,Ideal,G,SI1,Excellent,Excellent,62.8,56,1
9518,Round,20055,1.41,Ideal,E,IF,Excellent,Excellent,61.5,57,1
9519,Round,20054,1.8,Ideal,E,VS2,Excellent,Excellent,61.7,60,1.01
9520,Round,20053,1.9,Ideal,H,SI1,Excellent,Excellent,61.9,57,1.01
9521,Round,20052,2.03,Very Good,H,VVS2,Excellent,Good,61.4,65,1.02
9522,Round,20049,2.02,Very Good,E,SI1,Excellent,Very Good,64.0,55,1.01
9523,Round,20049,2.01,Ideal,G,SI1,Excellent,Excellent,62.4,59,1.01
9524,Round,20048,2.03,Ideal,G,SI1,Excellent,Excellent,61.6,56,1
9525,Oval,20041,1.5,Good,D,IF,Good,Very Good,65.4,54,1.53
9526,Round,20040,1.6,Astor Ideal,F,VS2,Excellent,Excellent,61.8,56,1
9527,Round,20038,2.0,Ideal,G,SI1,Excellent,Excellent,59.0,60,1.01
9528,Round,20035,1.61,Ideal,E,VVS2,Excellent,Excellent,62.8,56,1.01
9529,Cushion,20035,2.06,Very Good,D,VVS1,Excellent,Very Good,68.4,61,1.15
9530,Emerald,20031,2.31,Very Good,H,VS2,Excellent,Excellent,68.5,65,1.35
9531,Round,20028,2.02,Ideal,G,SI1,Excellent,Excellent,62.7,54,1
9532,Round,20027,1.3,Ideal,D,IF,Excellent,Excellent,60.9,59,1.01
9533,Round,20027,2.08,Astor Ideal,I,SI1,Excellent,Excellent,61.4,56,1.01
9534,Round,20024,2.01,Very Good,E,SI1,Excellent,Excellent,62.9,62,1.01
9535,Emerald,20023,2.51,Good,H,SI1,Excellent,Very Good,70.3,61,1.44
9536,Round,20023,1.73,Ideal,D,VS2,Excellent,Excellent,59.7,60,1
9537,Round,20022,1.74,Ideal,D,VS2,Excellent,Excellent,62.6,55,1.01
9538,Round,20020,2.0,Ideal,H,VS2,Excellent,Excellent,60.8,59,1
9539,Round,20019,1.91,Ideal,F,VS1,Excellent,Excellent,62.7,57,1.01
9540,Round,20017,2.01,Ideal,H,VS1,Excellent,Excellent,59.5,59,1
9541,Oval,20015,2.03,Very Good,G,SI1,Excellent,Excellent,61.4,58,1.36
9542,Princess,20013,2.02,Very Good,F,SI1,Excellent,Very Good,74.8,72,1
9543,Round,20011,1.81,Ideal,D,VS1,Excellent,Excellent,62.3,58,1.01
9544,Cushion,20005,2.3,Good,G,VS2,Excellent,Excellent,69.6,65,1.15
9545,Round,20001,1.8,Ideal,D,VS1,Excellent,Excellent,61.7,59,1.01
9546,Emerald,19993,2.01,Very Good,G,VS2,Excellent,Excellent,67.1,64,1.3
9547,Emerald,19993,2.01,Very Good,E,VS2,Excellent,Excellent,67.5,65,1.32
9548,Oval,19993,2.01,Very Good,G,SI1,Excellent,Excellent,61.2,60,1.34
9549,Round,19993,2.02,Ideal,H,VVS1,Excellent,Excellent,62.4,57,1
9550,Round,19992,1.71,Ideal,E,VS1,Excellent,Excellent,62.0,56,1
9551,Round,19992,2.3,Ideal,H,SI2,Excellent,Excellent,62.3,57,1
9552,Round,19991,2.01,Ideal,I,VVS2,Excellent,Excellent,63.5,56,1.01
9553,Round,19990,2.02,Ideal,H,VS1,Excellent,Excellent,60.5,59,1
9554,Oval,19987,2.0,Very Good,E,VS2,Excellent,Very Good,64.0,58,1.34
9555,Cushion,19985,2.41,Very Good,H,SI1,Excellent,Excellent,67.8,63,1.03
9556,Princess,19982,2.4,Very Good,H,VS1,Excellent,Very Good,72.9,72,1.01
9557,Round,19979,2.01,Very Good,H,VVS2,Excellent,Very Good,64.6,57,1.01
9558,Round,19970,2.12,Ideal,H,SI1,Excellent,Excellent,62.5,57,1
9559,Round,19967,2.18,Very Good,F,SI1,Good,Very Good,62.8,58,1.01
9560,Round,19963,1.75,Ideal,D,VS2,Excellent,Excellent,62.8,56,1.01
9561,Round,19962,2.71,Ideal,J,VS2,Excellent,Excellent,62.6,56,1.01
9562,Round,19962,2.33,Ideal,I,VS1,Excellent,Excellent,62.3,58,1.01
9563,Round,19961,1.7,Ideal,G,VVS1,Excellent,Excellent,61.5,58,1.01
9564,Round,19961,2.01,Ideal,H,VS2,Excellent,Excellent,62.4,60,1.01
9565,Round,19961,2.01,Ideal,H,VS2,Excellent,Excellent,62.9,58,1.01
9566,Round,19961,2.01,Ideal,H,VS2,Excellent,Excellent,62.4,58,1.01
9567,Round,19960,1.37,Ideal,D,IF,Excellent,Excellent,62.0,57,1.01
9568,Cushion,19959,2.06,Good,E,VVS1,Excellent,Excellent,71.1,64,1.15
9569,Cushion,19958,2.58,Very Good,F,SI2,Excellent,Excellent,66.5,61,1.02
9570,Round,19957,1.64,Ideal,D,VS1,Excellent,Excellent,62.4,56,1.01
9571,Round,19955,2.5,Ideal,J,VS2,Excellent,Excellent,62.5,57,1.01
9572,Marquise,19954,2.34,Very Good,F,VS2,Good,Good,58.0,61,1.91
9573,Round,19950,2.2,Ideal,F,SI2,Excellent,Excellent,62.5,57,1
9574,Round,19950,2.0,Ideal,H,VS2,Excellent,Excellent,60.5,61,1.01
9575,Princess,19948,2.01,Very Good,G,VS2,Excellent,Very Good,71.0,72,1.02
9576,Oval,19945,2.01,Very Good,F,VS2,Excellent,Excellent,63.2,59,1.36
9577,Round,19942,2.0,Ideal,F,SI1,Excellent,Excellent,62.7,56,1.01
9578,Asscher,19940,2.01,Very Good,F,VVS1,Excellent,Excellent,68.4,66,1.01
9579,Round,19939,2.01,Ideal,D,SI1,Excellent,Excellent,62.7,56,1.01
9580,Round,19936,1.5,Very Good,E,VVS1,Excellent,Excellent,64.5,57,1.01
9581,Round,19933,1.35,Ideal,D,VVS1,Excellent,Excellent,62.2,57,1.01
9582,Round,19927,2.0,Ideal,E,SI1,Excellent,Very Good,63.1,56,1.01
9583,Round,19916,2.02,Ideal,H,VS2,Excellent,Excellent,62.7,57,1.01
9584,Radiant,19915,2.03,Very Good,F,SI1,Very Good,Very Good,65.9,66,1.24
9585,Round,19915,1.22,Ideal,D,FL,Excellent,Excellent,60.6,61,1.01
9586,Round,19915,1.22,Ideal,D,FL,Excellent,Excellent,61.9,57,1.01
9587,Round,19913,2.0,Ideal,E,SI1,Very Good,Very Good,61.1,56,1
9588,Pear,19913,2.7,Very Good,I,SI2,Very Good,Good,64.7,58,1.69
9589,Emerald,19912,2.52,Very Good,I,VS1,Excellent,Excellent,67.0,63,1.32
9590,Asscher,19912,2.03,Very Good,D,VS1,Excellent,Excellent,66.5,65,1.01
9591,Heart,19909,2.02,Very Good,F,VS2,Very Good,Good,60.2,59,0.93
9592,Round,19909,2.01,Ideal,F,SI1,Excellent,Excellent,61.4,59,1
9593,Round,19908,1.56,Ideal,E,VVS2,Excellent,Excellent,61.1,59,1
9594,Cushion,19908,3.09,Very Good,I,SI2,Excellent,Excellent,65.7,61,1
9595,Pear,19904,1.5,Very Good,D,IF,Excellent,Excellent,62.7,59,1.57
9596,Round,19904,1.5,Ideal,D,VVS2,Excellent,Excellent,60.5,59,1
9597,Round,19903,1.72,Ideal,F,VS2,Excellent,Excellent,61.8,58,1.01
9598,Pear,19903,1.61,Very Good,D,IF,Very Good,Very Good,66.5,57,1.52
9599,Oval,19903,2.03,Very Good,D,SI1,Very Good,Excellent,65.0,58,1.38
9600,Oval,19903,2.0,Very Good,G,VS2,Excellent,Excellent,62.3,60,1.4
9601,Round,19901,2.1,Very Good,F,SI2,Very Good,Excellent,58.9,61,1.01
9602,Round,19899,2.81,Ideal,J,SI2,Excellent,Excellent,62.4,57,1.01
9603,Round,19898,1.52,Ideal,E,VVS1,Excellent,Excellent,60.9,60,1
9604,Round,19897,2.01,Very Good,H,VVS1,Very Good,Very Good,63.6,57,1
9605,Round,19895,1.72,Ideal,F,VVS1,Excellent,Excellent,61.0,59,1.01
9606,Round,19894,2.05,Ideal,H,VS2,Excellent,Excellent,62.8,58,1.01
9607,Round,19889,2.51,Ideal,J,VS1,Excellent,Excellent,62.5,58,1.01
9608,Cushion,19889,2.03,Very Good,D,VS1,Excellent,Excellent,68.2,63,1.06
9609,Marquise,19888,2.01,Very Good,G,VS1,Good,Good,57.7,58,1.83
9610,Round,19885,2.03,Ideal,H,VS2,Excellent,Excellent,61.0,58,1
9611,Round,19885,1.53,Ideal,E,VVS2,Excellent,Excellent,61.8,59,1
9612,Marquise,19884,2.07,Good,F,VS2,Good,Good,66.2,62,1.96
9613,Round,19880,1.3,Ideal,D,IF,Excellent,Excellent,61.8,58,1
9614,Round,19880,1.71,Ideal,F,VS1,Excellent,Excellent,62.2,58,1.01
9615,Pear,19880,2.01,Very Good,F,VVS1,Excellent,Excellent,61.7,58,1.51
9616,Round,19879,2.01,Ideal,H,VS2,Excellent,Excellent,62.1,55,1.01
9617,Round,19879,2.55,Ideal,J,VS2,Excellent,Excellent,61.1,59,1
9618,Round,19879,1.8,Ideal,F,VVS2,Excellent,Excellent,62.5,58,1.01
9619,Round,19874,1.2,Ideal,D,FL,Excellent,Excellent,62.6,56,1.01
9620,Round,19874,1.56,Ideal,E,VVS1,Excellent,Excellent,61.3,59,1.01
9621,Round,19874,1.4,Very Good,D,IF,Excellent,Very Good,62.9,56,1.01
